,BSE Buy QTY,BSE Open,BSE Prev Close,BSE Price,BSE Sell QTY,BSE Vol,BSE Vol 10,BSE Vol 30,BSE Vol 5,NSE Open,NSE Prev Close,NSE Price,NSE Vol,NSE Vol 10,NSE Vol 30,NSE Vol 5,Senti Buy,Senti Hold,Senti Recommend,Senti Sell,Stock Name,Stock Sector
491,78.97 K,72.65,73.30,72.55,89.67 K,"249,031","1,637,811","745,651","624,541",73.10,73.20,72.60,"932,744","14,191,055","6,195,277","3,898,981",88%,,,,Welspun India Ltd.,TEXTILES - WEAVING
492,14.49 K,356.90,356.95,379.15,16.57 K,"158,099","65,593","89,122","55,095",,,,,,,,50%,,,50%,Westlife Development Ltd.,HOTELS
493,7778,1487.55,1473.75,1485.00,4388,387,"2,925","6,445","1,817",1483.00,1481.65,1485.00,"3,943","41,399","39,642","26,170",,,,,Whirlpool of India. Ltd.,CONSUMER GOODS - WHITE GOODS
494,1.57 L,319.50,328.45,322.75,1.6 L,"327,485","218,600","175,301","235,269",317.00,328.95,322.90,"2,601,614","2,923,413","2,475,042","2,756,609",10%,1%,89% selling,89%,Wipro Ltd.,COMPUTERS - SOFTWARE
495,53.87 K,896.00,905.15,913.00,64.52 K,"159,909","258,622","291,916","248,969",908.05,904.45,912.10,"969,732","2,164,596","2,647,933","2,053,918",75%,,,25%,Wockhardt Ltd.,PHARMACEUTICALS
496,10.35 K,415.30,415.30,415.10,8117,"4,074","12,932","6,361","13,729",415.00,415.35,414.90,"68,735","160,656","75,649","192,263",100%,,,,Wonderla Holidays Ltd.,MISCELLANEOUS
497,1.51 L,349.00,348.30,353.35,2.02 L,"479,627","1,257,316","942,617","1,961,016",349.95,349.35,353.35,"9,011,086","12,968,520","10,137,574","15,862,953",26%,2%,72% selling,72%,Yes Bank Ltd.,BANKS - PRIVATE SECTOR
498,80.06 K,597.00,599.65,608.50,85.67 K,"44,677","248,965","141,854","313,460",599.80,600.35,608.10,"1,750,079","4,543,833","2,466,536","4,485,494",75%,,,25%,Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT
499,8616,901.00,909.50,931.20,9435,"5,087","2,164","1,252","2,817",910.25,908.45,940.00,"70,006","21,860","11,931","22,188",75%,,,25%,Zensar Technologies Ltd.,COMPUTERS - SOFTWARE
500,,,,,,,,,,,,,,,,,,,,,,
